municipality,state,code,variable,value
Nahuatzen,Michoacán de Ocampo,Coutput/pdfs/16056,"Rango de precipitación","1 000 – 1 500 mm"
Nocupétaro,Michoacán de Ocampo,Coutput/pdfs/16057,"Rango de temperatura","20 – 28°C"
Nocupétaro,Michoacán de Ocampo,Coutput/pdfs/16057,"Rango de precipitación","700 – 1 100 mm"
Nuevo Parangaricutiro,Michoacán de Ocampo,Coutput/pdfs/16058,"Rango de temperatura","10 – 22°C"
Nuevo Parangaricutiro,Michoacán de Ocampo,Coutput/pdfs/16058,"Rango de precipitación","800 – 2 000 mm"
Nuevo Urecho,Michoacán de Ocampo,Coutput/pdfs/16059,"Rango de temperatura","20 – 28°C"
Nuevo Urecho,Michoacán de Ocampo,Coutput/pdfs/16059,"Rango de precipitación","700 – 1 100 mm"
Numarán,Michoacán de Ocampo,Coutput/pdfs/16060,"Rango de temperatura","18 – 22°C"
Numarán,Michoacán de Ocampo,Coutput/pdfs/16060,"Rango de precipitación","700 – 800 mm"
Ocampo,Michoacán de Ocampo,Coutput/pdfs/16061,"Rango de temperatura","8 – 20°C"
Ocampo,Michoacán de Ocampo,Coutput/pdfs/16061,"Rango de precipitación","800 – 1 100 mm"
Pajacuarán,Michoacán de Ocampo,Coutput/pdfs/16062,"Rango de temperatura","16 – 22°C"
Pajacuarán,Michoacán de Ocampo,Coutput/pdfs/16062,"Rango de precipitación","700 – 1 000 mm"
Panindícuaro,Michoacán de Ocampo,Coutput/pdfs/16063,"Rango de temperatura","16 – 20°C"
Panindícuaro,Michoacán de Ocampo,Coutput/pdfs/16063,"Rango de precipitación","800 – 1000 mm"
Parácuaro,Michoacán de Ocampo,Coutput/pdfs/16064,"Rango de temperatura","22 – 30°C"
Parácuaro,Michoacán de Ocampo,Coutput/pdfs/16064,"Rango de precipitación","500 – 1 000 mm"
Paracho,Michoacán de Ocampo,Coutput/pdfs/16065,"Rango de temperatura","12 – 18°C"
Paracho,Michoacán de Ocampo,Coutput/pdfs/16065,"Rango de precipitación","1 000 – 1 500 mm"
Pátzcuaro,Michoacán de Ocampo,Coutput/pdfs/16066,"Rango de temperatura","10 – 18°C"
Pátzcuaro,Michoacán de Ocampo,Coutput/pdfs/16066,"Rango de precipitación","1 100 – 1 300 mm"
Penjamillo,Michoacán de Ocampo,Coutput/pdfs/16067,"Rango de temperatura","16 – 22°C"
Penjamillo,Michoacán de Ocampo,Coutput/pdfs/16067,"Rango de precipitación","700 – 1 000 mm"
Peribán,Michoacán de Ocampo,Coutput/pdfs/16068,"Rango de temperatura","10 – 26°C"
Peribán,Michoacán de Ocampo,Coutput/pdfs/16068,"Rango de precipitación","800 – 2 000 mm"
La Piedad,Michoacán de Ocampo,Coutput/pdfs/16069,"Rango de temperatura","16 – 22°C"
La Piedad,Michoacán de Ocampo,Coutput/pdfs/16069,"Rango de precipitación","700 – 1 000 mm"
Purépero,Michoacán de Ocampo,Coutput/pdfs/16070,"Rango de temperatura","12 – 20°C"
Purépero,Michoacán de Ocampo,Coutput/pdfs/16070,"Rango de precipitación","800 – 1200 mm"
Puruándiro,Michoacán de Ocampo,Coutput/pdfs/16071,"Rango de temperatura","14 – 20°C"
Puruándiro,Michoacán de Ocampo,Coutput/pdfs/16071,"Rango de precipitación","700 – 1 000 mm"
Queréndaro,Michoacán de Ocampo,Coutput/pdfs/16072,"Rango de temperatura","10 – 22°C"
Queréndaro,Michoacán de Ocampo,Coutput/pdfs/16072,"Rango de precipitación","600 – 1 500 mm"
Quiroga,Michoacán de Ocampo,Coutput/pdfs/16073,"Rango de temperatura","12 – 18°C"
Quiroga,Michoacán de Ocampo,Coutput/pdfs/16073,"Rango de precipitación","800 – 1 100 mm"
Cojumatlán de Régules,Michoacán de Ocampo,Coutput/pdfs/16074,"Rango de temperatura","16 – 20°C"
Cojumatlán de Régules,Michoacán de Ocampo,Coutput/pdfs/16074,"Rango de precipitación","700 – 1 000 mm"
Los Reyes,Michoacán de Ocampo,Coutput/pdfs/16075,"Rango de temperatura","10 – 24°C"
Los Reyes,Michoacán de Ocampo,Coutput/pdfs/16075,"Rango de precipitación","1 000 – 1 500 mm"
Sahuayo,Michoacán de Ocampo,Coutput/pdfs/16076,"Rango de temperatura","16 – 20°C"
Sahuayo,Michoacán de Ocampo,Coutput/pdfs/16076,"Rango de precipitación","700 – 1 000 mm"
San Lucas,Michoacán de Ocampo,Coutput/pdfs/16077,"Rango de temperatura","24 – 30°C"
San Lucas,Michoacán de Ocampo,Coutput/pdfs/16077,"Rango de precipitación","800 – 1 000 mm"
Santa Ana Maya,Michoacán de Ocampo,Coutput/pdfs/16078,"Rango de temperatura","16 – 18°C"
Santa Ana Maya,Michoacán de Ocampo,Coutput/pdfs/16078,"Rango de precipitación","600 – 1 000 mm"
Salvador Escalante,Michoacán de Ocampo,Coutput/pdfs/16079,"Rango de temperatura","12 – 24°C"
Salvador Escalante,Michoacán de Ocampo,Coutput/pdfs/16079,"Rango de precipitación","1 100 – 2 000 mm"
Senguio,Michoacán de Ocampo,Coutput/pdfs/16080,"Rango de temperatura","8 – 18°C"
Senguio,Michoacán de Ocampo,Coutput/pdfs/16080,"Rango de precipitación","800 – 1 100 mm"
Susupuato,Michoacán de Ocampo,Coutput/pdfs/16081,"Rango de temperatura","16 – 28°C"
Susupuato,Michoacán de Ocampo,Coutput/pdfs/16081,"Rango de precipitación","800 – 1 100 mm"
Tacámbaro,Michoacán de Ocampo,Coutput/pdfs/16082,"Rango de temperatura","12 – 24°C"
Tacámbaro,Michoacán de Ocampo,Coutput/pdfs/16082,"Rango de precipitación","900 – 1 300 mm"
Tancítaro,Michoacán de Ocampo,Coutput/pdfs/16083,"Rango de temperatura","8 – 26°C"
Tancítaro,Michoacán de Ocampo,Coutput/pdfs/16083,"Rango de precipitación","700 – 2 000 mm"
Tangamandapio,Michoacán de Ocampo,Coutput/pdfs/16084,"Rango de temperatura","14 – 20°C"
Tangamandapio,Michoacán de Ocampo,Coutput/pdfs/16084,"Rango de precipitación","700 – 1 100 mm"
Tangancícuaro,Michoacán de Ocampo,Coutput/pdfs/16085,"Rango de temperatura","10 – 20°C"
Tangancícuaro,Michoacán de Ocampo,Coutput/pdfs/16085,"Rango de precipitación","800 – 1 200 mm"
Tanhuato,Michoacán de Ocampo,Coutput/pdfs/16086,"Rango de temperatura","18 – 22°C"
Tanhuato,Michoacán de Ocampo,Coutput/pdfs/16086,"Rango de precipitación","700 – 1 000 mm"
Taretan,Michoacán de Ocampo,Coutput/pdfs/16087,"Rango de temperatura","18 – 26°C"
Taretan,Michoacán de Ocampo,Coutput/pdfs/16087,"Rango de precipitación","800 – 1 500 mm"
Tarímbaro,Michoacán de Ocampo,Coutput/pdfs/16088,"Rango de temperatura","16 – 18°C"
Tarímbaro,Michoacán de Ocampo,Coutput/pdfs/16088,"Rango de precipitación","600 – 800 mm"
Tepalcatepec,Michoacán de Ocampo,Coutput/pdfs/16089,"Rango de temperatura","18 – 30°C"
Tepalcatepec,Michoacán de Ocampo,Coutput/pdfs/16089,"Rango de precipitación","600 – 1 100 mm"
Tingambato,Michoacán de Ocampo,Coutput/pdfs/16090,"Rango de temperatura","12 – 22°C"
Tingambato,Michoacán de Ocampo,Coutput/pdfs/16090,"Rango de precipitación","1 000 – 1 500 mm"
Tingüindín,Michoacán de Ocampo,Coutput/pdfs/16091,"Rango de temperatura","14 – 20°C"
Tingüindín,Michoacán de Ocampo,Coutput/pdfs/16091,"Rango de precipitación","800 – 1 100 mm"
Tiquicheo de Nicolás Romero,Michoacán de Ocampo,Coutput/pdfs/16092,"Rango de temperatura","18 – 28°C"
Tiquicheo de Nicolás Romero,Michoacán de Ocampo,Coutput/pdfs/16092,"Rango de precipitación","800 – 1 100 mm"
Tlalpujahua,Michoacán de Ocampo,Coutput/pdfs/16093,"Rango de temperatura","10 – 18°C"
Tlalpujahua,Michoacán de Ocampo,Coutput/pdfs/16093,"Rango de precipitación","800 – 1 100 mm"
Tlazazalca,Michoacán de Ocampo,Coutput/pdfs/16094,"Rango de temperatura","16 – 20°C"
Tlazazalca,Michoacán de Ocampo,Coutput/pdfs/16094,"Rango de precipitación","800 – 1 000 mm"
Tocumbo,Michoacán de Ocampo,Coutput/pdfs/16095,"Rango de temperatura","16 – 26°C"
Tocumbo,Michoacán de Ocampo,Coutput/pdfs/16095,"Rango de precipitación","800 – 1 300 mm"
Tumbiscatío,Michoacán de Ocampo,Coutput/pdfs/16096,"Rango de temperatura","16 – 28°C"
Tumbiscatío,Michoacán de Ocampo,Coutput/pdfs/16096,"Rango de precipitación","700 – 1 300 mm"
Turicato,Michoacán de Ocampo,Coutput/pdfs/16097,"Rango de temperatura","16 – 28°C"
Turicato,Michoacán de Ocampo,Coutput/pdfs/16097,"Rango de precipitación","700 – 1 300 mm"
Tuxpan,Michoacán de Ocampo,Coutput/pdfs/16098,"Rango de temperatura","12 – 22°C"
Tuxpan,Michoacán de Ocampo,Coutput/pdfs/16098,"Rango de precipitación","800 – 1 300 mm"
Tuzantla,Michoacán de Ocampo,Coutput/pdfs/16099,"Rango de temperatura","14 – 28°C"
Tuzantla,Michoacán de Ocampo,Coutput/pdfs/16099,"Rango de precipitación","800 – 1 300 mm"
Tzintzuntzan,Michoacán de Ocampo,Coutput/pdfs/16100,"Rango de temperatura","14 – 18°C"
Tzintzuntzan,Michoacán de Ocampo,Coutput/pdfs/16100,"Rango de precipitación","800 – 1 100 mm"
Tzitzio,Michoacán de Ocampo,Coutput/pdfs/16101,"Rango de temperatura","14 – 28°C"
Tzitzio,Michoacán de Ocampo,Coutput/pdfs/16101,"Rango de precipitación","800 – 1 300 mm"
Uruapan,Michoacán de Ocampo,Coutput/pdfs/16102,"Rango de temperatura","12 – 26°C"
Uruapan,Michoacán de Ocampo,Coutput/pdfs/16102,"Rango de precipitación","800 – 2 000 mm"
Venustiano Carranza,Michoacán de Ocampo,Coutput/pdfs/16103,"Rango de temperatura","18 – 22°C"
Venustiano Carranza,Michoacán de Ocampo,Coutput/pdfs/16103,"Rango de precipitación","700 – 800 mm"
Villamar,Michoacán de Ocampo,Coutput/pdfs/16104,"Rango de temperatura","16 – 20°C"
Villamar,Michoacán de Ocampo,Coutput/pdfs/16104,"Rango de precipitación","700 – 1 000 mm"
Vista Hermosa,Michoacán de Ocampo,Coutput/pdfs/16105,"Rango de temperatura","18 – 20°C"
Vista Hermosa,Michoacán de Ocampo,Coutput/pdfs/16105,"Rango de precipitación","700 – 1 000 mm"
Yurécuaro,Michoacán de Ocampo,Coutput/pdfs/16106,"Rango de temperatura","16 – 22°C"
Yurécuaro,Michoacán de Ocampo,Coutput/pdfs/16106,"Rango de precipitación","700 – 1 000 mm"
Zacapu,Michoacán de Ocampo,Coutput/pdfs/16107,"Rango de temperatura","12 – 18°C"
Zacapu,Michoacán de Ocampo,Coutput/pdfs/16107,"Rango de precipitación","800 – 1200 mm"
Zamora,Michoacán de Ocampo,Coutput/pdfs/16108,"Rango de temperatura","16 – 22°C"
Zamora,Michoacán de Ocampo,Coutput/pdfs/16108,"Rango de precipitación","700 – 1 000 mm"
Zináparo,Michoacán de Ocampo,Coutput/pdfs/16109,"Rango de temperatura","16 – 20°C"
Zináparo,Michoacán de Ocampo,Coutput/pdfs/16109,"Rango de precipitación","700 – 1 000 mm"
Zinapécuaro,Michoacán de Ocampo,Coutput/pdfs/16110,"Rango de temperatura","10 – 20°C"
Zinapécuaro,Michoacán de Ocampo,Coutput/pdfs/16110,"Rango de precipitación","700 – 1 600 mm"
Ziracuaretiro,Michoacán de Ocampo,Coutput/pdfs/16111,"Rango de temperatura","16 – 24°C"
Ziracuaretiro,Michoacán de Ocampo,Coutput/pdfs/16111,"Rango de precipitación","1 200 – 2 000 mm"
Zitácuaro,Michoacán de Ocampo,Coutput/pdfs/16112,"Rango de temperatura","8 – 24°C"
Zitácuaro,Michoacán de Ocampo,Coutput/pdfs/16112,"Rango de precipitación","800 – 1 100 mm"
José Sixto Verduzco,Michoacán de Ocampo,Coutput/pdfs/16113,"Rango de temperatura","16 – 20°C"
José Sixto Verduzco,Michoacán de Ocampo,Coutput/pdfs/16113,"Rango de precipitación","700 – 800 mm"
Amacuzac,Morelos,Coutput/pdfs/17001,"Rango de temperatura","20 – 24°C"
Amacuzac,Morelos,Coutput/pdfs/17001,"Rango de precipitación","800 – 1 200 mm"
Atlatlahucan,Morelos,Coutput/pdfs/17002,"Rango de temperatura","14 – 24°C"
Atlatlahucan,Morelos,Coutput/pdfs/17002,"Rango de precipitación","800 – 1 200 mm"
Axochiapan,Morelos,Coutput/pdfs/17003,"Rango de temperatura","22 – 26° C"
Axochiapan,Morelos,Coutput/pdfs/17003,"Rango de precipitación","800 – 1 000 mm"
Ayala,Morelos,Coutput/pdfs/17004,"Rango de temperatura","22 – 24°C"
Ayala,Morelos,Coutput/pdfs/17004,"Rango de precipitación","800 – 1 000 mm"
Coatlán del Río,Morelos,Coutput/pdfs/17005,"Rango de temperatura","20 – 24°C"
Coatlán del Río,Morelos,Coutput/pdfs/17005,"Rango de precipitación","800 – 1 200 mm"
Cuautla,Morelos,Coutput/pdfs/17006,"Rango de temperatura","20 – 24°C"
Cuautla,Morelos,Coutput/pdfs/17006,"Rango de precipitación","800 – 1 000 mm"
Cuernavaca,Morelos,Coutput/pdfs/17007,"Rango de temperatura","12 – 24°C"
Cuernavaca,Morelos,Coutput/pdfs/17007,"Rango de precipitación","800 – 1 600 mm"
Emiliano Zapata,Morelos,Coutput/pdfs/17008,"Rango de temperatura","20 – 24°C"
Emiliano Zapata,Morelos,Coutput/pdfs/17008,"Rango de precipitación","800 – 1 000 mm"
Huitzilac,Morelos,Coutput/pdfs/17009,"Rango de temperatura","8 – 18°C"
Huitzilac,Morelos,Coutput/pdfs/17009,"Rango de precipitación","1 200 – 1 600 mm"
Jantetelco,Morelos,Coutput/pdfs/17010,"Rango de temperatura","20 – 24°C"
Jantetelco,Morelos,Coutput/pdfs/17010,"Rango de precipitación","800 – 1 000 mm"
Jiutepec,Morelos,Coutput/pdfs/17011,"Rango de temperatura","20 – 24°C"
Jiutepec,Morelos,Coutput/pdfs/17011,"Rango de precipitación","800 – 1 200 mm"
Jojutla,Morelos,Coutput/pdfs/17012,"Rango de temperatura","24 – 26°C"
Jojutla,Morelos,Coutput/pdfs/17012,"Rango de precipitación","800 – 1 000 mm"
Jonacatepec,Morelos,Coutput/pdfs/17013,"Rango de temperatura","22 - 26"
Jonacatepec,Morelos,Coutput/pdfs/17013,"Rango de precipitación","800 – 1 000 mm"
Mazatepec,Morelos,Coutput/pdfs/17014,"Rango de temperatura","24 – 26°C"
Mazatepec,Morelos,Coutput/pdfs/17014,"Rango de precipitación","800 – 1 000 mm"
Miacatlán,Morelos,Coutput/pdfs/17015,"Rango de temperatura","16 – 26°C"
Miacatlán,Morelos,Coutput/pdfs/17015,"Rango de precipitación","800 – 1 200 mm"
Ocuituco,Morelos,Coutput/pdfs/17016,"Rango de temperatura","12 – 22°C"
Ocuituco,Morelos,Coutput/pdfs/17016,"Rango de precipitación","800 – 1 200 mm"
Puente de Ixtla,Morelos,Coutput/pdfs/17017,"Rango de temperatura","18 – 24°C"
Puente de Ixtla,Morelos,Coutput/pdfs/17017,"Rango de precipitación","800 – 1 200 mm"
Temixco,Morelos,Coutput/pdfs/17018,"Rango de temperatura","18 – 24°C"
Temixco,Morelos,Coutput/pdfs/17018,"Rango de precipitación","800 – 1 200 mm"
Tepalcingo,Morelos,Coutput/pdfs/17019,"Rango de temperatura","22 – 26°C"
Tepalcingo,Morelos,Coutput/pdfs/17019,"Rango de precipitación","800 – 1 000 mm"
Tepoztlán,Morelos,Coutput/pdfs/17020,"Rango de temperatura","10 – 24°C"
Tepoztlán,Morelos,Coutput/pdfs/17020,"Rango de precipitación","800 – 1 500 mm"
Tetecala,Morelos,Coutput/pdfs/17021,"Rango de temperatura","24 – 26°C"
Tetecala,Morelos,Coutput/pdfs/17021,"Rango de precipitación","800 – 1 000 mm"
Tetela del Volcán,Morelos,Coutput/pdfs/17022,"Rango de temperatura","4 – 20°C"
Tetela del Volcán,Morelos,Coutput/pdfs/17022,"Rango de precipitación","800 – 1 200 mm"
Tlalnepantla,Morelos,Coutput/pdfs/17023,"Rango de temperatura","8 – 20°C"
Tlalnepantla,Morelos,Coutput/pdfs/17023,"Rango de precipitación","1 000 – 1 300 mm"
Tlaltizapán,Morelos,Coutput/pdfs/17024,"Rango de temperatura","22 – 24°C"
Tlaltizapán,Morelos,Coutput/pdfs/17024,"Rango de precipitación","800 – 1 000 mm"
Tlaquiltenango,Morelos,Coutput/pdfs/17025,"Rango de temperatura","22 – 24°C"
Tlaquiltenango,Morelos,Coutput/pdfs/17025,"Rango de precipitación","800 – 1 000 mm"
Tlayacapan,Morelos,Coutput/pdfs/17026,"Rango de temperatura","16 – 24°C"
Tlayacapan,Morelos,Coutput/pdfs/17026,"Rango de precipitación","800 – 1 000 mm"
Totolapan,Morelos,Coutput/pdfs/17027,"Rango de temperatura","12 – 22°c"
Totolapan,Morelos,Coutput/pdfs/17027,"Rango de precipitación","800 – 1 000 mm"
Xochitepec,Morelos,Coutput/pdfs/17028,"Rango de temperatura","22 – 24°C"
Xochitepec,Morelos,Coutput/pdfs/17028,"Rango de precipitación","800 – 1 000 mm"
Yautepec,Morelos,Coutput/pdfs/17029,"Rango de temperatura","18 – 24°C"
Yautepec,Morelos,Coutput/pdfs/17029,"Rango de precipitación","800 – 1 000 mm"
Yecapixtla,Morelos,Coutput/pdfs/17030,"Rango de temperatura","18 – 24°C"
Yecapixtla,Morelos,Coutput/pdfs/17030,"Rango de precipitación","800 – 1 200 mm"
Zacatepec,Morelos,Coutput/pdfs/17031,"Rango de temperatura","24 – 26°C"
Zacatepec,Morelos,Coutput/pdfs/17031,"Rango de precipitación","800 – 1 000 mm"
Zacualpan,Morelos,Coutput/pdfs/17032,"Rango de temperatura","16 – 22°C"
Zacualpan,Morelos,Coutput/pdfs/17032,"Rango de precipitación","800 – 1 200 mm"
Temoac,Morelos,Coutput/pdfs/17033,"Rango de temperatura","20 – 24°C"
Temoac,Morelos,Coutput/pdfs/17033,"Rango de precipitación","800 – 1 000 mm"
Acaponeta,Nayarit,Coutput/pdfs/18001,"Rango de temperatura","16 – 28°C"
Acaponeta,Nayarit,Coutput/pdfs/18001,"Rango de precipitación","900 – 1 600 mm"
Ahuacatlán,Nayarit,Coutput/pdfs/18002,"Rango de temperatura","16 – 24°C"
Ahuacatlán,Nayarit,Coutput/pdfs/18002,"Rango de precipitación","700 – 1 500 mm"
Amatlán de Cañas,Nayarit,Coutput/pdfs/18003,"Rango de temperatura","16 – 24°C"
Amatlán de Cañas,Nayarit,Coutput/pdfs/18003,"Rango de precipitación","700 – 1 000 mm"
Compostela,Nayarit,Coutput/pdfs/18004,"Rango de temperatura","18 – 26°C"
Compostela,Nayarit,Coutput/pdfs/18004,"Rango de precipitación","780 – 2 000 mm"
Huajicori,Nayarit,Coutput/pdfs/18005,"Rango de temperatura","16 – 26°C"
Huajicori,Nayarit,Coutput/pdfs/18005,"Rango de precipitación","800 – 2 000 mm"
Ixtlán del Río,Nayarit,Coutput/pdfs/18006,"Rango de temperatura","18 – 26°C"
Ixtlán del Río,Nayarit,Coutput/pdfs/18006,"Rango de precipitación","800 – 1 000 mm"
Jala,Nayarit,Coutput/pdfs/18007,"Rango de temperatura","16 – 28°C"
Jala,Nayarit,Coutput/pdfs/18007,"Rango de precipitación","600 – 1 500 mm"
Xalisco,Nayarit,Coutput/pdfs/18008,"Rango de temperatura","16 – 26°C"
Xalisco,Nayarit,Coutput/pdfs/18008,"Rango de precipitación","1 200 – 2 000 mm"
Del Nayar,Nayarit,Coutput/pdfs/18009,"Rango de temperatura","14 – 28°C"
Del Nayar,Nayarit,Coutput/pdfs/18009,"Rango de precipitación","800 – 2 000 mm"
Rosamorada,Nayarit,Coutput/pdfs/18010,"Rango de temperatura","22 – 28°C"
Rosamorada,Nayarit,Coutput/pdfs/18010,"Rango de precipitación","1 000 – 2 500 mm"
Ruíz,Nayarit,Coutput/pdfs/18011,"Rango de temperatura","20 – 28°C"
Ruíz,Nayarit,Coutput/pdfs/18011,"Rango de precipitación","1 000 – 2 500 mm"
San Blas,Nayarit,Coutput/pdfs/18012,"Rango de temperatura","22 – 28°C"
San Blas,Nayarit,Coutput/pdfs/18012,"Rango de precipitación","1 300 – 2 000 mm"
San Pedro Lagunillas,Nayarit,Coutput/pdfs/18013,"Rango de temperatura","18 – 24°C"
San Pedro Lagunillas,Nayarit,Coutput/pdfs/18013,"Rango de precipitación","700 – 1 500 mm"
Santa María del Oro,Nayarit,Coutput/pdfs/18014,"Rango de temperatura","16 – 28°C"
Santa María del Oro,Nayarit,Coutput/pdfs/18014,"Rango de precipitación","800 – 1 500 mm"
Santiago Ixcuintla,Nayarit,Coutput/pdfs/18015,"Rango de temperatura","22 – 28°C"
Santiago Ixcuintla,Nayarit,Coutput/pdfs/18015,"Rango de precipitación","1 000 – 2 500 mm"
Tecuala,Nayarit,Coutput/pdfs/18016,"Rango de temperatura","26 – 28°C"
Tecuala,Nayarit,Coutput/pdfs/18016,"Rango de precipitación","800 – 2 000 mm"
Tepic,Nayarit,Coutput/pdfs/18017,"Rango de temperatura","16 – 28°C"
Tepic,Nayarit,Coutput/pdfs/18017,"Rango de precipitación","800 – 2 000 mm"
Tuxpan,Nayarit,Coutput/pdfs/18018,"Rango de temperatura","26 – 28°C"
Tuxpan,Nayarit,Coutput/pdfs/18018,"Rango de precipitación","1 200 – 2 000 mm"
La Yesca,Nayarit,Coutput/pdfs/18019,"Rango de temperatura","14 – 28°C"
La Yesca,Nayarit,Coutput/pdfs/18019,"Rango de precipitación","600 – 1 100 mm"
Bahía de Banderas,Nayarit,Coutput/pdfs/18020,"Rango de temperatura","20 – 28°C"
Bahía de Banderas,Nayarit,Coutput/pdfs/18020,"Rango de precipitación","1 000 – 2 000 mm"
Abasolo,Nuevo León,Coutput/pdfs/19001,"Rango de temperatura","18 - 22°C"
Abasolo,Nuevo León,Coutput/pdfs/19001,"Rango de precipitación","300 - 500 mm"
Agualeguas,Nuevo León,Coutput/pdfs/19002,"Rango de temperatura","20 - 24°C"
Agualeguas,Nuevo León,Coutput/pdfs/19002,"Rango de precipitación","500 - 800 mm"
Los Aldamas,Nuevo León,Coutput/pdfs/19003,"Rango de temperatura","20 - 24°C"
Los Aldamas,Nuevo León,Coutput/pdfs/19003,"Rango de precipitación","500 - 700 mm"
