municipality,state,code,variable,value
San Sebastián Abasolo,Oaxaca,Coutput/pdfs/20343,"Rango de precipitación","600 – 700 mm"
San Sebastián Coatlán,Oaxaca,Coutput/pdfs/20344,"Rango de temperatura","16 – 26°C"
San Sebastián Coatlán,Oaxaca,Coutput/pdfs/20344,"Rango de precipitación","700 – 2500 mm"
San Sebastián Ixcapa,Oaxaca,Coutput/pdfs/20345,"Rango de temperatura","24 – 28 °C"
San Sebastián Ixcapa,Oaxaca,Coutput/pdfs/20345,"Rango de precipitación","1 500 – 2 500 mm"
San Sebastián Nicananduta,Oaxaca,Coutput/pdfs/20346,"Rango de temperatura","14 – 20°C"
San Sebastián Nicananduta,Oaxaca,Coutput/pdfs/20346,"Rango de precipitación","700 – 900 mm"
San Sebastián Río Hondo,Oaxaca,Coutput/pdfs/20347,"Rango de temperatura","10 – 18 °C"
San Sebastián Río Hondo,Oaxaca,Coutput/pdfs/20347,"Rango de precipitación","900 – 1 500 mm"
San Sebastián Tecomaxtlahuaca,Oaxaca,Coutput/pdfs/20348,"Rango de temperatura","16 – 24°C"
San Sebastián Tecomaxtlahuaca,Oaxaca,Coutput/pdfs/20348,"Rango de precipitación","900 – 2 500 mm"
San Sebastián Teitipac,Oaxaca,Coutput/pdfs/20349,"Rango de temperatura","18 – 22°C"
San Sebastián Teitipac,Oaxaca,Coutput/pdfs/20349,"Rango de precipitación","600 – 700 mm"
San Sebastián Tutla,Oaxaca,Coutput/pdfs/20350,"Rango de temperatura","18 – 22°C"
San Sebastián Tutla,Oaxaca,Coutput/pdfs/20350,"Rango de precipitación","600 – 700 mm"
San Simón Almolongas,Oaxaca,Coutput/pdfs/20351,"Rango de temperatura","16 – 22 °C"
San Simón Almolongas,Oaxaca,Coutput/pdfs/20351,"Rango de precipitación","500 – 800 mm"
San Simón Zahuatlán,Oaxaca,Coutput/pdfs/20352,"Rango de temperatura","16 – 26°C"
San Simón Zahuatlán,Oaxaca,Coutput/pdfs/20352,"Rango de precipitación","700 – 900 mm"
Santa Ana,Oaxaca,Coutput/pdfs/20353,"Rango de temperatura","14 – 20 °C"
Santa Ana,Oaxaca,Coutput/pdfs/20353,"Rango de precipitación","600 – 800 mm"
Santa Ana Ateixtlahuaca,Oaxaca,Coutput/pdfs/20354,"Rango de temperatura","16 – 22°C"
Santa Ana Ateixtlahuaca,Oaxaca,Coutput/pdfs/20354,"Rango de precipitación","2 000 – 4 000 mm"
Santa Ana Cuauhtémoc,Oaxaca,Coutput/pdfs/20355,"Rango de temperatura","16 – 26°C"
Santa Ana Cuauhtémoc,Oaxaca,Coutput/pdfs/20355,"Rango de precipitación","1 200 – 2 500 mm"
Santa Ana del Valle,Oaxaca,Coutput/pdfs/20356,"Rango de temperatura","14 – 22°C"
Santa Ana del Valle,Oaxaca,Coutput/pdfs/20356,"Rango de precipitación","600 – 1 000 mm"
Santa Ana Tavela,Oaxaca,Coutput/pdfs/20357,"Rango de temperatura","14 – 26°C"
Santa Ana Tavela,Oaxaca,Coutput/pdfs/20357,"Rango de precipitación","500 – 1 200 mm"
Santa Ana Tlapacoyan,Oaxaca,Coutput/pdfs/20358,"Rango de temperatura","14 – 22°C"
Santa Ana Tlapacoyan,Oaxaca,Coutput/pdfs/20358,"Rango de precipitación","600 – 1 000 mm"
Santa Ana Yareni,Oaxaca,Coutput/pdfs/20359,"Rango de temperatura","14 – 22°C"
Santa Ana Yareni,Oaxaca,Coutput/pdfs/20359,"Rango de precipitación","700 – 1 200 mm"
Santa Ana Zegache,Oaxaca,Coutput/pdfs/20360,"Rango de temperatura","18 – 20°C"
Santa Ana Zegache,Oaxaca,Coutput/pdfs/20360,"Rango de precipitación","600 – 700 mm"
Santa Catalina Quierí,Oaxaca,Coutput/pdfs/20361,"Rango de temperatura","14 – 22°C"
Santa Catalina Quierí,Oaxaca,Coutput/pdfs/20361,"Rango de precipitación","600 – 1200 mm"
Santa Catalina Cuixtla,Oaxaca,Coutput/pdfs/20362,"Rango de temperatura","16 – 20°C"
Santa Catalina Cuixtla,Oaxaca,Coutput/pdfs/20362,"Rango de precipitación","500 – 800 mm"
Santa Catarina Ixtepeji,Oaxaca,Coutput/pdfs/20363," Rango de temperatura","10 – 22 °C"
Santa Catarina Ixtepeji,Oaxaca,Coutput/pdfs/20363," Rango de precipitación","700 – 1 200 mm"
Santa Catarina Juquila,Oaxaca,Coutput/pdfs/20364,"Rango de temperatura","10 – 22°C"
Santa Catarina Juquila,Oaxaca,Coutput/pdfs/20364,"Rango de precipitación","800 – 2 500 mm"
Santa Catarina Lachatao,Oaxaca,Coutput/pdfs/20365,"Rango de temperatura","10 – 20°C"
Santa Catarina Lachatao,Oaxaca,Coutput/pdfs/20365,"Rango de precipitación","800 – 1 200 mm"
Santa Catarina Loxicha,Oaxaca,Coutput/pdfs/20366,"Rango de temperatura","14 – 28°C"
Santa Catarina Loxicha,Oaxaca,Coutput/pdfs/20366,"Rango de precipitación","1 200 – 2 500 mm"
Santa Catarina Mechoacán,Oaxaca,Coutput/pdfs/20367,"Rango de temperatura","24 – 28°C"
Santa Catarina Mechoacán,Oaxaca,Coutput/pdfs/20367,"Rango de precipitación","1 500 – 2 000 mm"
Santa Catarina Minas,Oaxaca,Coutput/pdfs/20368,"Rango de temperatura","16 – 22°C"
Santa Catarina Minas,Oaxaca,Coutput/pdfs/20368,"Rango de precipitación","600 – 800 mm"
Santa Catarina Quiané,Oaxaca,Coutput/pdfs/20369,"Rango de temperatura","18 – 22°C"
Santa Catarina Quiané,Oaxaca,Coutput/pdfs/20369,"Rango de precipitación","600 – 700 mm"
Santa Catarina Tayata,Oaxaca,Coutput/pdfs/20370,"Rango de temperatura","14 – 18°C"
Santa Catarina Tayata,Oaxaca,Coutput/pdfs/20370,"Rango de precipitación","800 – 1 000 mm"
Santa Catarina Ticuá,Oaxaca,Coutput/pdfs/20371,"Rango de temperatura","14 – 18°C"
Santa Catarina Ticuá,Oaxaca,Coutput/pdfs/20371,"Rango de precipitación","800 – 1 000 mm"
Santa Catarina Yosonotú,Oaxaca,Coutput/pdfs/20372,"Rango de temperatura","12 – 18°C"
Santa Catarina Yosonotú,Oaxaca,Coutput/pdfs/20372,"Rango de precipitación","800 – 1 500 mm"
Santa Catarina Zapoquila,Oaxaca,Coutput/pdfs/20373,"Rango de temperatura","14 – 20°C"
Santa Catarina Zapoquila,Oaxaca,Coutput/pdfs/20373,"Rango de precipitación","500 – 800 mm"
Santa Cruz Acatepec,Oaxaca,Coutput/pdfs/20374,"Rango de temperatura","16 – 20°C"
Santa Cruz Acatepec,Oaxaca,Coutput/pdfs/20374,"Rango de precipitación","2 000 – 3 000 mm"
Santa Cruz Amilpas,Oaxaca,Coutput/pdfs/20375,"Rango de temperatura","18 – 22°C"
Santa Cruz Amilpas,Oaxaca,Coutput/pdfs/20375,"Rango de precipitación","600 – 700 mm"
Santa Cruz de Bravo,Oaxaca,Coutput/pdfs/20376,"Rango de temperatura","18 – 24°C"
Santa Cruz de Bravo,Oaxaca,Coutput/pdfs/20376,"Rango de precipitación","800 – 1 000 mm"
Santa Cruz Itundujia,Oaxaca,Coutput/pdfs/20377,"Rango de temperatura","12 – 28°C"
Santa Cruz Itundujia,Oaxaca,Coutput/pdfs/20377,"Rango de precipitación","1 200 – 2 500 mm"
Santa Cruz Mixtepec,Oaxaca,Coutput/pdfs/20378,"Rango de temperatura","14 – 22°C"
Santa Cruz Mixtepec,Oaxaca,Coutput/pdfs/20378,"Rango de precipitación","600 – 1 200 mm"
Santa Cruz Nundaco,Oaxaca,Coutput/pdfs/20379,"Rango de temperatura","10 – 18°C"
Santa Cruz Nundaco,Oaxaca,Coutput/pdfs/20379,"Rango de precipitación","800 – 1 000 mm"
Santa Cruz Papalutla,Oaxaca,Coutput/pdfs/20380,"Rango de temperatura","18 – 22°C"
Santa Cruz Papalutla,Oaxaca,Coutput/pdfs/20380,"Rango de precipitación","600 – 700 mm"
Santa Cruz Tacache de Mina,Oaxaca,Coutput/pdfs/20381,"Rango de temperatura","20 – 26°C"
Santa Cruz Tacache de Mina,Oaxaca,Coutput/pdfs/20381,"Rango de precipitación","700 – 1000 mm"
Santa Cruz Tacahua,Oaxaca,Coutput/pdfs/20382,"Rango de temperatura","16 – 26°C"
Santa Cruz Tacahua,Oaxaca,Coutput/pdfs/20382,"Rango de precipitación","800 – 1200 mm"
Santa Cruz Tayata,Oaxaca,Coutput/pdfs/20383,"Rango de temperatura","14 – 18°C"
Santa Cruz Tayata,Oaxaca,Coutput/pdfs/20383,"Rango de precipitación","800 – 1 000 mm"
Santa Cruz Xitla,Oaxaca,Coutput/pdfs/20384,"Rango de temperatura","16 – 22°C"
Santa Cruz Xitla,Oaxaca,Coutput/pdfs/20384,"Rango de precipitación","500 – 800 mm"
Santa Cruz Xoxocotlán,Oaxaca,Coutput/pdfs/20385,"Rango de temperatura","18 – 20°C"
Santa Cruz Xoxocotlán,Oaxaca,Coutput/pdfs/20385,"Rango de precipitación","600 – 700 mm"
Santa Cruz Zenzontepec,Oaxaca,Coutput/pdfs/20386,"Rango de temperatura","14 – 28°C"
Santa Cruz Zenzontepec,Oaxaca,Coutput/pdfs/20386,"Rango de precipitación","1 200 – 2 000 mm"
Santa Gertrudis,Oaxaca,Coutput/pdfs/20387,"Rango de temperatura","18 – 22°C"
Santa Gertrudis,Oaxaca,Coutput/pdfs/20387,"Rango de precipitación","600 – 800 mm"
Santa Inés del Monte,Oaxaca,Coutput/pdfs/20388,"Rango de temperatura","14 – 20°C"
Santa Inés del Monte,Oaxaca,Coutput/pdfs/20388,"Rango de precipitación","700 – 900 mm"
Santa Inés Yatzeche,Oaxaca,Coutput/pdfs/20389,"Rango de temperatura","18 – 20°C"
Santa Inés Yatzeche,Oaxaca,Coutput/pdfs/20389,"Rango de precipitación","600 – 700 mm"
Santa Lucía del Camino,Oaxaca,Coutput/pdfs/20390,"Rango de temperatura","18 – 22°C"
Santa Lucía del Camino,Oaxaca,Coutput/pdfs/20390,"Rango de precipitación","600 – 700 mm"
Santa Lucía Miahuatlán,Oaxaca,Coutput/pdfs/20391,"Rango de temperatura","12 – 22°C"
Santa Lucía Miahuatlán,Oaxaca,Coutput/pdfs/20391,"Rango de precipitación","700 – 2 000 mm"
Santa Lucía Monteverde,Oaxaca,Coutput/pdfs/20392,"Rango de temperatura","12 – 24°C"
Santa Lucía Monteverde,Oaxaca,Coutput/pdfs/20392,"Rango de precipitación","1 000 – 2 500 mm"
Santa Lucía Ocotlán,Oaxaca,Coutput/pdfs/20393,"Rango de temperatura","18 – 20°C"
Santa Lucía Ocotlán,Oaxaca,Coutput/pdfs/20393,"Rango de precipitación","600 – 700 mm"
Santa María Alotepec,Oaxaca,Coutput/pdfs/20394,"Rango de temperatura","16 – 26°C"
Santa María Alotepec,Oaxaca,Coutput/pdfs/20394,"Rango de precipitación","1 500 – 3 000 mm"
Santa María Apazco,Oaxaca,Coutput/pdfs/20395,"Rango de temperatura","14 – 20°C"
Santa María Apazco,Oaxaca,Coutput/pdfs/20395,"Rango de precipitación","500 – 800 mm"
Santa María la Asunción,Oaxaca,Coutput/pdfs/20396,"Rango de temperatura","16 – 22°C"
Santa María la Asunción,Oaxaca,Coutput/pdfs/20396,"Rango de precipitación","2 000 – 3 000 mm"
Heroica Ciudad de Tlaxiaco,Oaxaca,Coutput/pdfs/20397,"Rango de temperatura","10 – 22°C"
Heroica Ciudad de Tlaxiaco,Oaxaca,Coutput/pdfs/20397,"Rango de precipitación","700 – 1 500 mm"
Ayoquezco de Aldama,Oaxaca,Coutput/pdfs/20398,"Rango de temperatura","14 – 22°C"
Ayoquezco de Aldama,Oaxaca,Coutput/pdfs/20398,"Rango de precipitación","600 – 1 000 mm"
Santa María Atzompa,Oaxaca,Coutput/pdfs/20399,"Rango de temperatura","18 – 22°C"
Santa María Atzompa,Oaxaca,Coutput/pdfs/20399,"Rango de precipitación","600 – 700 mm"
Santa María Camotlán,Oaxaca,Coutput/pdfs/20400,"Rango de temperatura","14 – 22°C"
Santa María Camotlán,Oaxaca,Coutput/pdfs/20400,"Rango de precipitación","700 – 800 mm"
Santa María Colotepec,Oaxaca,Coutput/pdfs/20401,"Rango de temperatura","24 – 28°C"
Santa María Colotepec,Oaxaca,Coutput/pdfs/20401,"Rango de precipitación","800 – 2 000 mm"
Santa María Cortijo,Oaxaca,Coutput/pdfs/20402,"Rango de temperatura","26 – 28°C"
Santa María Cortijo,Oaxaca,Coutput/pdfs/20402,"Rango de precipitación","1 000 – 1 500 mm"
Santa María Coyotepec,Oaxaca,Coutput/pdfs/20403,"Rango de temperatura","18 – 22°C"
Santa María Coyotepec,Oaxaca,Coutput/pdfs/20403,"Rango de precipitación","600 – 700 mm"
Santa María Chachoápam,Oaxaca,Coutput/pdfs/20404,"Rango de temperatura","14 – 18°C"
Santa María Chachoápam,Oaxaca,Coutput/pdfs/20404,"Rango de precipitación","600 – 800 mm"
Villa de Chilapa de Díaz,Oaxaca,Coutput/pdfs/20405,"Rango de temperatura","16 – 20°C"
Villa de Chilapa de Díaz,Oaxaca,Coutput/pdfs/20405,"Rango de precipitación","700 – 1 000 mm"
Santa María Chilchotla,Oaxaca,Coutput/pdfs/20406,"Rango de temperatura","16 – 26°C"
Santa María Chilchotla,Oaxaca,Coutput/pdfs/20406,"Rango de precipitación","3 000 – 4 500 mm"
Santa María Chimalapa,Oaxaca,Coutput/pdfs/20407,"Rango de temperatura","11 – 26°C"
Santa María Chimalapa,Oaxaca,Coutput/pdfs/20407,"Rango de precipitación","1 000 – 3 500 mm"
Santa María del Rosario,Oaxaca,Coutput/pdfs/20408,"Rango de temperatura","14 – 18°C"
Santa María del Rosario,Oaxaca,Coutput/pdfs/20408,"Rango de precipitación","800 – 1 000 mm"
Santa María del Tule,Oaxaca,Coutput/pdfs/20409,"Rango de temperatura","18 – 22°C"
Santa María del Tule,Oaxaca,Coutput/pdfs/20409,"Rango de precipitación","600 - 800 mm"
Santa María Ecatepec,Oaxaca,Coutput/pdfs/20410,"Rango de temperatura","16 – 26°C"
Santa María Ecatepec,Oaxaca,Coutput/pdfs/20410,"Rango de precipitación","600 – 1 500 mm"
Santa María Guelacé,Oaxaca,Coutput/pdfs/20411,"Rango de temperatura","20 – 22°C"
Santa María Guelacé,Oaxaca,Coutput/pdfs/20411,"Rango de precipitación","600 - 700 mm"
Santa María Guienagati,Oaxaca,Coutput/pdfs/20412,"Rango de temperatura","16 – 28°C"
Santa María Guienagati,Oaxaca,Coutput/pdfs/20412,"Rango de precipitación","800 – 2 000 mm"
Santa María Huatulco,Oaxaca,Coutput/pdfs/20413,"Rango de temperatura","22 – 28°C"
Santa María Huatulco,Oaxaca,Coutput/pdfs/20413,"Rango de precipitación","600 –3 000 mm"
Santa María Huazolotitlán,Oaxaca,Coutput/pdfs/20414,"Rango de temperatura","24 – 28°C"
Santa María Huazolotitlán,Oaxaca,Coutput/pdfs/20414,"Rango de precipitación","1 000 – 2 000 mm"
Santa María Ipalapa,Oaxaca,Coutput/pdfs/20415,"Rango de temperatura","22 – 28°C"
Santa María Ipalapa,Oaxaca,Coutput/pdfs/20415,"Rango de precipitación","1 500 – 2 500 mm"
Santa María Ixcatlán,Oaxaca,Coutput/pdfs/20416,"Rango de temperatura","14 – 26°C"
Santa María Ixcatlán,Oaxaca,Coutput/pdfs/20416,"Rango de precipitación","400 - 800 mm"
Santa María Jacatepec,Oaxaca,Coutput/pdfs/20417,"Rango de temperatura","22 – 26°C"
Santa María Jacatepec,Oaxaca,Coutput/pdfs/20417,"Rango de precipitación","2 000 – 4 500 mm"
Santa María Jalapa del Marqués,Oaxaca,Coutput/pdfs/20418,"Rango de temperatura","16 – 28 °C"
Santa María Jalapa del Marqués,Oaxaca,Coutput/pdfs/20418,"Rango de precipitación","600 – 1 200 mm"
Santa María Jaltianguis,Oaxaca,Coutput/pdfs/20419,"Rango de temperatura","12 – 22 °C"
Santa María Jaltianguis,Oaxaca,Coutput/pdfs/20419,"Rango de precipitación","700 – 1 000 mm"
Santa María Lachixío,Oaxaca,Coutput/pdfs/20420,"Rango de temperatura","14 – 20°C"
Santa María Lachixío,Oaxaca,Coutput/pdfs/20420,"Rango de precipitación","1 000 – 2 000 mm"
Santa María Mixtequilla,Oaxaca,Coutput/pdfs/20421,"Rango de temperatura","22 – 28 °C"
Santa María Mixtequilla,Oaxaca,Coutput/pdfs/20421,"Rango de precipitación","800 – 1 000 mm"
Santa María Nativitas,Oaxaca,Coutput/pdfs/20422,"Rango de temperatura","14 – 18°C"
Santa María Nativitas,Oaxaca,Coutput/pdfs/20422,"Rango de precipitación","600 – 1 000 mm"
Santa María Nduayaco,Oaxaca,Coutput/pdfs/20423,"Rango de temperatura","10 – 18°C"
Santa María Nduayaco,Oaxaca,Coutput/pdfs/20423,"Rango de precipitación","700 – 1 000 mm"
Santa María Ozolotepec,Oaxaca,Coutput/pdfs/20424,"Rango de temperatura","10 –24°C"
Santa María Ozolotepec,Oaxaca,Coutput/pdfs/20424,"Rango de precipitación","1 000 – 3 000 mm"
Santa María Pápalo,Oaxaca,Coutput/pdfs/20425,"Rango de temperatura","12 – 22°C"
Santa María Pápalo,Oaxaca,Coutput/pdfs/20425,"Rango de precipitación","700 – 2 000 mm"
Santa María Peñoles,Oaxaca,Coutput/pdfs/20426,"Rango de temperatura","14 – 22°C"
Santa María Peñoles,Oaxaca,Coutput/pdfs/20426,"Rango de precipitación","700 – 1 200 mm"
Santa María Petapa,Oaxaca,Coutput/pdfs/20427,"Rango de temperatura","22 – 26°C"
Santa María Petapa,Oaxaca,Coutput/pdfs/20427,"Rango de precipitación","1 000 – 2 500 mm"
Santa María Quiegolani,Oaxaca,Coutput/pdfs/20428,"Rango de temperatura","14 – 24°C"
Santa María Quiegolani,Oaxaca,Coutput/pdfs/20428,"Rango de precipitación","700 – 1 200 mm"
Santa María Sola,Oaxaca,Coutput/pdfs/20429,"Rango de temperatura","14– 22°C"
Santa María Sola,Oaxaca,Coutput/pdfs/20429,"Rango de precipitación","800 – 1 500 mm"
Santa María Tataltepec,Oaxaca,Coutput/pdfs/20430,"Rango de temperatura","16– 22°C"
Santa María Tataltepec,Oaxaca,Coutput/pdfs/20430,"Rango de precipitación","1 000 – 1 200 mm"
Santa María Tecomavaca,Oaxaca,Coutput/pdfs/20431,"Rango de temperatura","14 – 26°C"
Santa María Tecomavaca,Oaxaca,Coutput/pdfs/20431,"Rango de precipitación","300 – 1 000 mm"
Santa María Temaxcalapa,Oaxaca,Coutput/pdfs/20432,"Rango de temperatura","20 – 24°C"
Santa María Temaxcalapa,Oaxaca,Coutput/pdfs/20432,"Rango de precipitación","1 500 – 2 500 mm"
Santa María Temaxcaltepec,Oaxaca,Coutput/pdfs/20433,"Rango de temperatura","16 – 26°C"
Santa María Temaxcaltepec,Oaxaca,Coutput/pdfs/20433,"Rango de precipitación","1 500 – 2 500 mm"
Santa María Teopoxco,Oaxaca,Coutput/pdfs/20434,"Rango de temperatura","14 – 20°C"
Santa María Teopoxco,Oaxaca,Coutput/pdfs/20434,"Rango de precipitación","1 000 – 2 500 mm"
Santa María Tepantlali,Oaxaca,Coutput/pdfs/20435,"Rango de temperatura","16 – 22°C"
Santa María Tepantlali,Oaxaca,Coutput/pdfs/20435,"Rango de precipitación","800 – 1 500 mm"
Santa María Texcatitlán,Oaxaca,Coutput/pdfs/20436,"Rango de temperatura","18 – 26°C"
Santa María Texcatitlán,Oaxaca,Coutput/pdfs/20436,"Rango de precipitación","400 – 600 mm"
Santa María Tlahuitoltepec,Oaxaca,Coutput/pdfs/20437,"Rango de temperatura","12 – 24°C"
Santa María Tlahuitoltepec,Oaxaca,Coutput/pdfs/20437,"Rango de precipitación","1 000 – 1 500 mm"
Santa María Tlalixtac,Oaxaca,Coutput/pdfs/20438,"Rango de temperatura","14 – 26°C"
Santa María Tlalixtac,Oaxaca,Coutput/pdfs/20438,"Rango de precipitación","1 200 – 2 500 mm"
Santa María Tonameca,Oaxaca,Coutput/pdfs/20439,"Rango de temperatura","26 – 28°C"
Santa María Tonameca,Oaxaca,Coutput/pdfs/20439,"Rango de precipitación","800 – 1 500 mm"
Santa María Totolapilla,Oaxaca,Coutput/pdfs/20440,"Rango de temperatura","18 – 26°C"
Santa María Totolapilla,Oaxaca,Coutput/pdfs/20440,"Rango de precipitación","800 – 1 200 mm"
Santa María Xadani,Oaxaca,Coutput/pdfs/20441,"Rango de temperatura","26 – 28°C"
Santa María Xadani,Oaxaca,Coutput/pdfs/20441,"Rango de precipitación","800 – 1 200 mm"
Santa María Yalina,Oaxaca,Coutput/pdfs/20442,"Rango de temperatura","12 – 20°C"
Santa María Yalina,Oaxaca,Coutput/pdfs/20442,"Rango de precipitación","1 200 – 2 000 mm"
Santa María Yavesía,Oaxaca,Coutput/pdfs/20443,"Rango de temperatura","10 – 18°C"
Santa María Yavesía,Oaxaca,Coutput/pdfs/20443,"Rango de precipitación","1 000 – 1 500 mm"
Santa María Yolotepec,Oaxaca,Coutput/pdfs/20444,"Rango de temperatura","16 – 26°C"
Santa María Yolotepec,Oaxaca,Coutput/pdfs/20444,"Rango de precipitación","1 000 – 1 500 mm"
Santa María Yosoyúa,Oaxaca,Coutput/pdfs/20445,"Rango de temperatura","14 – 20°C"
Santa María Yosoyúa,Oaxaca,Coutput/pdfs/20445,"Rango de precipitación","800 – 1 200 mm"
Santa María Yucuhiti,Oaxaca,Coutput/pdfs/20446,"Rango de temperatura","12 – 18°C"
Santa María Yucuhiti,Oaxaca,Coutput/pdfs/20446,"Rango de precipitación","1 200 – 2 500 mm"
Santa María Zacatepec,Oaxaca,Coutput/pdfs/20447,"Rango de temperatura","18 – 28°C"
Santa María Zacatepec,Oaxaca,Coutput/pdfs/20447,"Rango de precipitación","1 500 – 2 500 mm"
Santa María Zaniza,Oaxaca,Coutput/pdfs/20448,"Rango de temperatura","14 – 26°C"
Santa María Zaniza,Oaxaca,Coutput/pdfs/20448,"Rango de precipitación","1 500 – 2 500 mm"
Santa María Zoquitlán,Oaxaca,Coutput/pdfs/20449,"Rango de temperatura","16 – 24°C"
Santa María Zoquitlán,Oaxaca,Coutput/pdfs/20449,"Rango de precipitación","400 – 700 mm"
Santiago Amoltepec,Oaxaca,Coutput/pdfs/20450,"Rango de temperatura","16 – 28°C"
Santiago Amoltepec,Oaxaca,Coutput/pdfs/20450,"Rango de precipitación","1 500 – 2 500 mm"
Santiago Apoala,Oaxaca,Coutput/pdfs/20451,"Rango de temperatura","14 – 22°C"
Santiago Apoala,Oaxaca,Coutput/pdfs/20451,"Rango de precipitación","500 – 800 mm"
Santiago Apóstol,Oaxaca,Coutput/pdfs/20452,"Rango de temperatura","18 – 22°C"
Santiago Apóstol,Oaxaca,Coutput/pdfs/20452,"Rango de precipitación","500 – 800 mm"
Santiago Astata,Oaxaca,Coutput/pdfs/20453,"Rango de temperatura","24 – 28°C"
Santiago Astata,Oaxaca,Coutput/pdfs/20453,"Rango de precipitación","700 – 1 000 mm"
Santiago Atitlán,Oaxaca,Coutput/pdfs/20454,"Rango de temperatura","14 – 22°C"
Santiago Atitlán,Oaxaca,Coutput/pdfs/20454,"Rango de precipitación","1 000 – 3 000 mm"
Santiago Ayuquililla,Oaxaca,Coutput/pdfs/20455,"Rango de temperatura","18 – 24°C"
Santiago Ayuquililla,Oaxaca,Coutput/pdfs/20455,"Rango de precipitación","700 – 1 000 mm"
Santiago Cacaloxtepec,Oaxaca,Coutput/pdfs/20456,"Rango de temperatura","18 – 22°C"
Santiago Cacaloxtepec,Oaxaca,Coutput/pdfs/20456,"Rango de precipitación","700 – 800 mm"
Santiago Camotlán,Oaxaca,Coutput/pdfs/20457,"Rango de temperatura","16 – 26°C"
Santiago Camotlán,Oaxaca,Coutput/pdfs/20457,"Rango de precipitación","1 500 – 4 000 mm"
Santiago Comaltepec,Oaxaca,Coutput/pdfs/20458,"Rango de temperatura","10 – 26°C"
Santiago Comaltepec,Oaxaca,Coutput/pdfs/20458,"Rango de precipitación","800 – 4 000 mm"
Santiago Chazumba,Oaxaca,Coutput/pdfs/20459,"Rango de temperatura","16 – 24°C"
Santiago Chazumba,Oaxaca,Coutput/pdfs/20459,"Rango de precipitación","600 – 1 000 mm"
Santiago Choápam,Oaxaca,Coutput/pdfs/20460,"Rango de temperatura","14 – 26°C"
Santiago Choápam,Oaxaca,Coutput/pdfs/20460,"Rango de precipitación","1 500 – 3 000 mm"
Santiago del Río,Oaxaca,Coutput/pdfs/20461,"Rango de temperatura","20 – 24°C"
Santiago del Río,Oaxaca,Coutput/pdfs/20461,"Rango de precipitación","800 – 1 000 mm"
Santiago Huajolotitlán,Oaxaca,Coutput/pdfs/20462,"Rango de temperatura","16 – 22°C"
Santiago Huajolotitlán,Oaxaca,Coutput/pdfs/20462,"Rango de precipitación","700 – 800 mm"
Santiago Huauclilla,Oaxaca,Coutput/pdfs/20463,"Rango de temperatura","14 – 22°C"
Santiago Huauclilla,Oaxaca,Coutput/pdfs/20463,"Rango de precipitación","400 – 700 mm"
Santiago Ihuitlán Plumas,Oaxaca,Coutput/pdfs/20464,"Rango de temperatura","14 – 18°C"
Santiago Ihuitlán Plumas,Oaxaca,Coutput/pdfs/20464,"Rango de precipitación","600 – 700 mm"
Santiago Ixcuintepec,Oaxaca,Coutput/pdfs/20465,"Rango de temperatura","18 – 26°C"
Santiago Ixcuintepec,Oaxaca,Coutput/pdfs/20465,"Rango de precipitación","1 500 – 3 000 mm"
Santiago Ixtayutla,Oaxaca,Coutput/pdfs/20466,"Rango de temperatura","20 – 28°C"
Santiago Ixtayutla,Oaxaca,Coutput/pdfs/20466,"Rango de precipitación","1 500 – 2 500 mm"
Santiago Jamiltepec,Oaxaca,Coutput/pdfs/20467,"Rango de temperatura","22 – 28°C"
Santiago Jamiltepec,Oaxaca,Coutput/pdfs/20467,"Rango de precipitación","1 000 – 2 500 mm"
Santiago Jocotepec,Oaxaca,Coutput/pdfs/20468,"Rango de temperatura","20 – 28°C"
Santiago Jocotepec,Oaxaca,Coutput/pdfs/20468,"Rango de precipitación","2 000 – 4 000 mm"
Santiago Juxtlahuaca,Oaxaca,Coutput/pdfs/20469,"Rango de temperatura","14 – 26°C"
Santiago Juxtlahuaca,Oaxaca,Coutput/pdfs/20469,"Rango de precipitación","800 – 3 000 mm"
Santiago Lachiguiri,Oaxaca,Coutput/pdfs/20470,"Rango de temperatura","16 – 28°C"
Santiago Lachiguiri,Oaxaca,Coutput/pdfs/20470,"Rango de precipitación","800 – 2 500 mm"
Santiago Lalopa,Oaxaca,Coutput/pdfs/20471,"Rango de temperatura","18 – 24°C"
Santiago Lalopa,Oaxaca,Coutput/pdfs/20471,"Rango de precipitación","2 000 – 3 000 mm"
Santiago Laollaga,Oaxaca,Coutput/pdfs/20472,"Rango de temperatura","20 – 28°C"
Santiago Laollaga,Oaxaca,Coutput/pdfs/20472,"Rango de precipitación","800 – 1 200 mm."
Santiago Laxopa,Oaxaca,Coutput/pdfs/20473,"Rango de temperatura","10 – 20°C"
Santiago Laxopa,Oaxaca,Coutput/pdfs/20473,"Rango de precipitación","800 – 1 200 mm"
Santiago Llano Grande,Oaxaca,Coutput/pdfs/20474,"Rango de temperatura","24 – 26°C"
Santiago Llano Grande,Oaxaca,Coutput/pdfs/20474,"Rango de precipitación","1 000 – 2 000 mm"
Santiago Matatlán,Oaxaca,Coutput/pdfs/20475,"Rango de temperatura","12 – 20°C"
Santiago Matatlán,Oaxaca,Coutput/pdfs/20475,"Rango de precipitación","600 - 800 mm"
Santiago Miltepec,Oaxaca,Coutput/pdfs/20476,"Rango de temperatura","16 – 20°C"
Santiago Miltepec,Oaxaca,Coutput/pdfs/20476,"Rango de precipitación","700 - 800 mm"
