municipality,state,code,variable,min_precipitation,max_precipitation
San Miguel Santa Flor,Oaxaca,Coutput/pdfs/20276,"Rango de precipitación","1000,1500 "
Villa Sola de Vega,Oaxaca,Coutput/pdfs/20277,"Rango de precipitación","600,2500 "
San Miguel Soyaltepec,Oaxaca,Coutput/pdfs/20278,"Rango de precipitación","1500,4500 "
San Miguel Suchixtepec,Oaxaca,Coutput/pdfs/20279,"Rango de precipitación","1200,2500 "
Villa Talea de Castro,Oaxaca,Coutput/pdfs/20280,"Rango de precipitación","1500,2500 "
San Miguel Tecomatlán,Oaxaca,Coutput/pdfs/20281,"Rango de precipitación","700,1000 "
San Miguel Tenango,Oaxaca,Coutput/pdfs/20282,"Rango de precipitación","600,1000 "
San Miguel Tequixtepec,Oaxaca,Coutput/pdfs/20283,"Rango de precipitación","500,800 "
San Miguel Tilquiápam,Oaxaca,Coutput/pdfs/20284,"Rango de precipitación","600,800 "
San Miguel Tlacamama,Oaxaca,Coutput/pdfs/20285,"Rango de precipitación","1200,2000 "
San Miguel Tlacotepec,Oaxaca,Coutput/pdfs/20286,"Rango de precipitación","800,1000 "
San Miguel Tulancingo,Oaxaca,Coutput/pdfs/20287,"Rango de precipitación","600,800 "
San Miguel Yotao,Oaxaca,Coutput/pdfs/20288,"Rango de precipitación","1200,2000 "
San Nicolás,Oaxaca,Coutput/pdfs/20289,"Rango de precipitación","600,800 "
San Nicolás Hidalgo,Oaxaca,Coutput/pdfs/20290,"Rango de precipitación","700,1000 "
San Pablo Coatlán,Oaxaca,Coutput/pdfs/20291,"Rango de precipitación","500,2500 "
San Pablo Cuatro Venados,Oaxaca,Coutput/pdfs/20292,"Rango de precipitación","700,1200 "
San Pablo Etla,Oaxaca,Coutput/pdfs/20293,"Rango de precipitación","600,1200 "
San Pablo Huitzo,Oaxaca,Coutput/pdfs/20294,"Rango de precipitación","600,1000 "
San Pablo Huixtepec,Oaxaca,Coutput/pdfs/20295,"Rango de precipitación","600,800 "
San Pablo Macuiltianguis,Oaxaca,Coutput/pdfs/20296,"Rango de precipitación","600,2000 "
San Pablo Tijaltepec,Oaxaca,Coutput/pdfs/20297,"Rango de precipitación","800,1200 "
San Pablo Villa de Mitla,Oaxaca,Coutput/pdfs/20298,"Rango de precipitación","600,1500 "
San Pablo Yaganiza,Oaxaca,Coutput/pdfs/20299,"Rango de precipitación","1200,2000 "
San Pedro Amuzgos,Oaxaca,Coutput/pdfs/20300,"Rango de precipitación","1500,2500 "
San Pedro Apóstol,Oaxaca,Coutput/pdfs/20301,"Rango de precipitación","600,800 "
San Pedro Atoyac,Oaxaca,Coutput/pdfs/20302,"Rango de precipitación","1500,2500 "
San Pedro Cajonos,Oaxaca,Coutput/pdfs/20303,"Rango de precipitación","1200,2000 "
San Pedro Coxcaltepec Cántaros,Oaxaca,Coutput/pdfs/20304,"Rango de precipitación","400,800 "
San Pedro Comitancillo,Oaxaca,Coutput/pdfs/20305,"Rango de precipitación","700,1200 "
San Pedro el Alto,Oaxaca,Coutput/pdfs/20306,"Rango de precipitación","1500,3500 "
San Pedro Huamelula,Oaxaca,Coutput/pdfs/20307,"Rango de precipitación","700,1000 "
San Pedro Huilotepec,Oaxaca,Coutput/pdfs/20308,"Rango de precipitación","800,1200 "
San Pedro Ixcatlán,Oaxaca,Coutput/pdfs/20309,"Rango de precipitación","3000,4500 "
San Pedro Ixtlahuaca,Oaxaca,Coutput/pdfs/20310,"Rango de precipitación","600,800 "
San Pedro Jaltepetongo,Oaxaca,Coutput/pdfs/20311,"Rango de precipitación","400,700 "
San Pedro Jicayán,Oaxaca,Coutput/pdfs/20312,"Rango de precipitación","1500,2500 "
San Pedro Jocotipac,Oaxaca,Coutput/pdfs/20313,"Rango de precipitación","400,800 "
San Pedro Juchatengo,Oaxaca,Coutput/pdfs/20314,"Rango de precipitación","1000,1500 "
San Pedro Mártir,Oaxaca,Coutput/pdfs/20315,"Rango de precipitación","600,800 "
San Pedro Mártir Quiechapa,Oaxaca,Coutput/pdfs/20316,"Rango de precipitación","500,1000 "
San Pedro Mártir Yucuxaco,Oaxaca,Coutput/pdfs/20317,"Rango de precipitación","700,1000 "
San Pedro Mixtepec,Oaxaca,Coutput/pdfs/20318,"Rango de precipitación","800,2000 "
San Pedro Mixtepec,Oaxaca,Coutput/pdfs/20319,"Rango de precipitación","700,1500 "
San Pedro Molinos,Oaxaca,Coutput/pdfs/20320,"Rango de precipitación","1000,1200 "
San Pedro Nopala,Oaxaca,Coutput/pdfs/20321,"Rango de precipitación","600,800 "
San Pedro Ocopetatillo,Oaxaca,Coutput/pdfs/20322,"Rango de precipitación","2000,3000 "
San Pedro Ocotepec,Oaxaca,Coutput/pdfs/20323,"Rango de precipitación","1200,3000 "
San Pedro Pochutla,Oaxaca,Coutput/pdfs/20324,"Rango de precipitación","800,3000 "
San Pedro Quiatoni,Oaxaca,Coutput/pdfs/20325,"Rango de precipitación","400,1000 "
San Pedro Sochiápam,Oaxaca,Coutput/pdfs/20326,"Rango de precipitación","1200,3500 "
San Pedro Tapanatepec,Oaxaca,Coutput/pdfs/20327,"Rango de precipitación","1200,2000 "
San Pedro Taviche,Oaxaca,Coutput/pdfs/20328,"Rango de precipitación","500,800 "
San Pedro Teozacoalco,Oaxaca,Coutput/pdfs/20329,"Rango de precipitación","800,1200 "
San Pedro Teutila,Oaxaca,Coutput/pdfs/20330,"Rango de precipitación","2000,4500 "
San Pedro Tidaá,Oaxaca,Coutput/pdfs/20331,"Rango de precipitación","900,1000 "
San Pedro Topiltepec,Oaxaca,Coutput/pdfs/20332,"Rango de precipitación","900,1000 "
San Pedro Totolapa,Oaxaca,Coutput/pdfs/20333,"Rango de precipitación","400,700 "
Villa de Tututepec de Melchor Ocampo,Oaxaca,Coutput/pdfs/20334,"Rango de precipitación","800,2000 "
San Pedro Yaneri,Oaxaca,Coutput/pdfs/20335,"Rango de precipitación","1200,2000 "
San Pedro Yolóx,Oaxaca,Coutput/pdfs/20336,"Rango de precipitación","800,3500 "
San Pedro y San Pablo Ayutla,Oaxaca,Coutput/pdfs/20337,"Rango de precipitación","700,1500 "
Villa de Etla,Oaxaca,Coutput/pdfs/20338,"Rango de precipitación","600,700 "
San Pedro y San Pablo Teposcolula,Oaxaca,Coutput/pdfs/20339,"Rango de precipitación","700,900 "
San Pedro y San Pablo Tequixtepec,Oaxaca,Coutput/pdfs/20340,"Rango de precipitación","600,900 "
San Pedro Yucunama,Oaxaca,Coutput/pdfs/20341,"Rango de precipitación","700,900 "
San Raymundo Jalpan,Oaxaca,Coutput/pdfs/20342,"Rango de precipitación","600,700 "
San Sebastián Abasolo,Oaxaca,Coutput/pdfs/20343,"Rango de precipitación","600,700 "
San Sebastián Coatlán,Oaxaca,Coutput/pdfs/20344,"Rango de precipitación","700,2500 "
San Sebastián Ixcapa,Oaxaca,Coutput/pdfs/20345,"Rango de precipitación","1500,2500 "
San Sebastián Nicananduta,Oaxaca,Coutput/pdfs/20346,"Rango de precipitación","700,900 "
San Sebastián Río Hondo,Oaxaca,Coutput/pdfs/20347,"Rango de precipitación","900,1500 "
San Sebastián Tecomaxtlahuaca,Oaxaca,Coutput/pdfs/20348,"Rango de precipitación","900,2500 "
San Sebastián Teitipac,Oaxaca,Coutput/pdfs/20349,"Rango de precipitación","600,700 "
San Sebastián Tutla,Oaxaca,Coutput/pdfs/20350,"Rango de precipitación","600,700 "
San Simón Almolongas,Oaxaca,Coutput/pdfs/20351,"Rango de precipitación","500,800 "
San Simón Zahuatlán,Oaxaca,Coutput/pdfs/20352,"Rango de precipitación","700,900 "
Santa Ana,Oaxaca,Coutput/pdfs/20353,"Rango de precipitación","600,800 "
Santa Ana Ateixtlahuaca,Oaxaca,Coutput/pdfs/20354,"Rango de precipitación","2000,4000 "
Santa Ana Cuauhtémoc,Oaxaca,Coutput/pdfs/20355,"Rango de precipitación","1200,2500 "
Santa Ana del Valle,Oaxaca,Coutput/pdfs/20356,"Rango de precipitación","600,1000 "
Santa Ana Tavela,Oaxaca,Coutput/pdfs/20357,"Rango de precipitación","500,1200 "
Santa Ana Tlapacoyan,Oaxaca,Coutput/pdfs/20358,"Rango de precipitación","600,1000 "
Santa Ana Yareni,Oaxaca,Coutput/pdfs/20359,"Rango de precipitación","700,1200 "
Santa Ana Zegache,Oaxaca,Coutput/pdfs/20360,"Rango de precipitación","600,700 "
Santa Catalina Quierí,Oaxaca,Coutput/pdfs/20361,"Rango de precipitación","600,1200 "
Santa Catalina Cuixtla,Oaxaca,Coutput/pdfs/20362,"Rango de precipitación","500,800 "
Santa Catarina Ixtepeji,Oaxaca,Coutput/pdfs/20363," Rango de precipitación","700,1200 "
Santa Catarina Juquila,Oaxaca,Coutput/pdfs/20364,"Rango de precipitación","800,2500 "
Santa Catarina Lachatao,Oaxaca,Coutput/pdfs/20365,"Rango de precipitación","800,1200 "
Santa Catarina Loxicha,Oaxaca,Coutput/pdfs/20366,"Rango de precipitación","1200,2500 "
Santa Catarina Mechoacán,Oaxaca,Coutput/pdfs/20367,"Rango de precipitación","1500,2000 "
Santa Catarina Minas,Oaxaca,Coutput/pdfs/20368,"Rango de precipitación","600,800 "
Santa Catarina Quiané,Oaxaca,Coutput/pdfs/20369,"Rango de precipitación","600,700 "
Santa Catarina Tayata,Oaxaca,Coutput/pdfs/20370,"Rango de precipitación","800,1000 "
Santa Catarina Ticuá,Oaxaca,Coutput/pdfs/20371,"Rango de precipitación","800,1000 "
Santa Catarina Yosonotú,Oaxaca,Coutput/pdfs/20372,"Rango de precipitación","800,1500 "
Santa Catarina Zapoquila,Oaxaca,Coutput/pdfs/20373,"Rango de precipitación","500,800 "
Santa Cruz Acatepec,Oaxaca,Coutput/pdfs/20374,"Rango de precipitación","2000,3000 "
Santa Cruz Amilpas,Oaxaca,Coutput/pdfs/20375,"Rango de precipitación","600,700 "
Santa Cruz de Bravo,Oaxaca,Coutput/pdfs/20376,"Rango de precipitación","800,1000 "
Santa Cruz Itundujia,Oaxaca,Coutput/pdfs/20377,"Rango de precipitación","1200,2500 "
Santa Cruz Mixtepec,Oaxaca,Coutput/pdfs/20378,"Rango de precipitación","600,1200 "
Santa Cruz Nundaco,Oaxaca,Coutput/pdfs/20379,"Rango de precipitación","800,1000 "
Santa Cruz Papalutla,Oaxaca,Coutput/pdfs/20380,"Rango de precipitación","600,700 "
Santa Cruz Tacache de Mina,Oaxaca,Coutput/pdfs/20381,"Rango de precipitación","700,1000 "
Santa Cruz Tacahua,Oaxaca,Coutput/pdfs/20382,"Rango de precipitación","800,1200 "
Santa Cruz Tayata,Oaxaca,Coutput/pdfs/20383,"Rango de precipitación","800,1000 "
Santa Cruz Xitla,Oaxaca,Coutput/pdfs/20384,"Rango de precipitación","500,800 "
Santa Cruz Xoxocotlán,Oaxaca,Coutput/pdfs/20385,"Rango de precipitación","600,700 "
Santa Cruz Zenzontepec,Oaxaca,Coutput/pdfs/20386,"Rango de precipitación","1200,2000 "
Santa Gertrudis,Oaxaca,Coutput/pdfs/20387,"Rango de precipitación","600,800 "
Santa Inés del Monte,Oaxaca,Coutput/pdfs/20388,"Rango de precipitación","700,900 "
Santa Inés Yatzeche,Oaxaca,Coutput/pdfs/20389,"Rango de precipitación","600,700 "
Santa Lucía del Camino,Oaxaca,Coutput/pdfs/20390,"Rango de precipitación","600,700 "
Santa Lucía Miahuatlán,Oaxaca,Coutput/pdfs/20391,"Rango de precipitación","700,2000 "
Santa Lucía Monteverde,Oaxaca,Coutput/pdfs/20392,"Rango de precipitación","1000,2500 "
Santa Lucía Ocotlán,Oaxaca,Coutput/pdfs/20393,"Rango de precipitación","600,700 "
Santa María Alotepec,Oaxaca,Coutput/pdfs/20394,"Rango de precipitación","1500,3000 "
Santa María Apazco,Oaxaca,Coutput/pdfs/20395,"Rango de precipitación","500,800 "
Santa María la Asunción,Oaxaca,Coutput/pdfs/20396,"Rango de precipitación","2000,3000 "
Heroica Ciudad de Tlaxiaco,Oaxaca,Coutput/pdfs/20397,"Rango de precipitación","700,1500 "
Ayoquezco de Aldama,Oaxaca,Coutput/pdfs/20398,"Rango de precipitación","600,1000 "
Santa María Atzompa,Oaxaca,Coutput/pdfs/20399,"Rango de precipitación","600,700 "
Santa María Camotlán,Oaxaca,Coutput/pdfs/20400,"Rango de precipitación","700,800 "
Santa María Colotepec,Oaxaca,Coutput/pdfs/20401,"Rango de precipitación","800,2000 "
Santa María Cortijo,Oaxaca,Coutput/pdfs/20402,"Rango de precipitación","1000,1500 "
Santa María Coyotepec,Oaxaca,Coutput/pdfs/20403,"Rango de precipitación","600,700 "
Santa María Chachoápam,Oaxaca,Coutput/pdfs/20404,"Rango de precipitación","600,800 "
Villa de Chilapa de Díaz,Oaxaca,Coutput/pdfs/20405,"Rango de precipitación","700,1000 "
Santa María Chilchotla,Oaxaca,Coutput/pdfs/20406,"Rango de precipitación","3000,4500 "
Santa María Chimalapa,Oaxaca,Coutput/pdfs/20407,"Rango de precipitación","1000,3500 "
Santa María del Rosario,Oaxaca,Coutput/pdfs/20408,"Rango de precipitación","800,1000 "
Santa María del Tule,Oaxaca,Coutput/pdfs/20409,"Rango de precipitación","600,800 "
Santa María Ecatepec,Oaxaca,Coutput/pdfs/20410,"Rango de precipitación","600,1500 "
Santa María Guelacé,Oaxaca,Coutput/pdfs/20411,"Rango de precipitación","600,700 "
Santa María Guienagati,Oaxaca,Coutput/pdfs/20412,"Rango de precipitación","800,2000 "
Santa María Huatulco,Oaxaca,Coutput/pdfs/20413,"Rango de precipitación","600,3000 "
Santa María Huazolotitlán,Oaxaca,Coutput/pdfs/20414,"Rango de precipitación","1000,2000 "
Santa María Ipalapa,Oaxaca,Coutput/pdfs/20415,"Rango de precipitación","1500,2500 "
Santa María Ixcatlán,Oaxaca,Coutput/pdfs/20416,"Rango de precipitación","400,800 "
Santa María Jacatepec,Oaxaca,Coutput/pdfs/20417,"Rango de precipitación","2000,4500 "
Santa María Jalapa del Marqués,Oaxaca,Coutput/pdfs/20418,"Rango de precipitación","600,1200 "
Santa María Jaltianguis,Oaxaca,Coutput/pdfs/20419,"Rango de precipitación","700,1000 "
Santa María Lachixío,Oaxaca,Coutput/pdfs/20420,"Rango de precipitación","1000,2000 "
Santa María Mixtequilla,Oaxaca,Coutput/pdfs/20421,"Rango de precipitación","800,1000 "
Santa María Nativitas,Oaxaca,Coutput/pdfs/20422,"Rango de precipitación","600,1000 "
Santa María Nduayaco,Oaxaca,Coutput/pdfs/20423,"Rango de precipitación","700,1000 "
Santa María Ozolotepec,Oaxaca,Coutput/pdfs/20424,"Rango de precipitación","1000,3000 "
Santa María Pápalo,Oaxaca,Coutput/pdfs/20425,"Rango de precipitación","700,2000 "
Santa María Peñoles,Oaxaca,Coutput/pdfs/20426,"Rango de precipitación","700,1200 "
Santa María Petapa,Oaxaca,Coutput/pdfs/20427,"Rango de precipitación","1000,2500 "
Santa María Quiegolani,Oaxaca,Coutput/pdfs/20428,"Rango de precipitación","700,1200 "
Santa María Sola,Oaxaca,Coutput/pdfs/20429,"Rango de precipitación","800,1500 "
Santa María Tataltepec,Oaxaca,Coutput/pdfs/20430,"Rango de precipitación","1000,1200 "
Santa María Tecomavaca,Oaxaca,Coutput/pdfs/20431,"Rango de precipitación","300,1000 "
Santa María Temaxcalapa,Oaxaca,Coutput/pdfs/20432,"Rango de precipitación","1500,2500 "
Santa María Temaxcaltepec,Oaxaca,Coutput/pdfs/20433,"Rango de precipitación","1500,2500 "
Santa María Teopoxco,Oaxaca,Coutput/pdfs/20434,"Rango de precipitación","1000,2500 "
Santa María Tepantlali,Oaxaca,Coutput/pdfs/20435,"Rango de precipitación","800,1500 "
Santa María Texcatitlán,Oaxaca,Coutput/pdfs/20436,"Rango de precipitación","400,600 "
Santa María Tlahuitoltepec,Oaxaca,Coutput/pdfs/20437,"Rango de precipitación","1000,1500 "
Santa María Tlalixtac,Oaxaca,Coutput/pdfs/20438,"Rango de precipitación","1200,2500 "
Santa María Tonameca,Oaxaca,Coutput/pdfs/20439,"Rango de precipitación","800,1500 "
Santa María Totolapilla,Oaxaca,Coutput/pdfs/20440,"Rango de precipitación","800,1200 "
Santa María Xadani,Oaxaca,Coutput/pdfs/20441,"Rango de precipitación","800,1200 "
Santa María Yalina,Oaxaca,Coutput/pdfs/20442,"Rango de precipitación","1200,2000 "
Santa María Yavesía,Oaxaca,Coutput/pdfs/20443,"Rango de precipitación","1000,1500 "
Santa María Yolotepec,Oaxaca,Coutput/pdfs/20444,"Rango de precipitación","1000,1500 "
Santa María Yosoyúa,Oaxaca,Coutput/pdfs/20445,"Rango de precipitación","800,1200 "
Santa María Yucuhiti,Oaxaca,Coutput/pdfs/20446,"Rango de precipitación","1200,2500 "
Santa María Zacatepec,Oaxaca,Coutput/pdfs/20447,"Rango de precipitación","1500,2500 "
Santa María Zaniza,Oaxaca,Coutput/pdfs/20448,"Rango de precipitación","1500,2500 "
Santa María Zoquitlán,Oaxaca,Coutput/pdfs/20449,"Rango de precipitación","400,700 "
Santiago Amoltepec,Oaxaca,Coutput/pdfs/20450,"Rango de precipitación","1500,2500 "
Santiago Apoala,Oaxaca,Coutput/pdfs/20451,"Rango de precipitación","500,800 "
Santiago Apóstol,Oaxaca,Coutput/pdfs/20452,"Rango de precipitación","500,800 "
Santiago Astata,Oaxaca,Coutput/pdfs/20453,"Rango de precipitación","700,1000 "
Santiago Atitlán,Oaxaca,Coutput/pdfs/20454,"Rango de precipitación","1000,3000 "
Santiago Ayuquililla,Oaxaca,Coutput/pdfs/20455,"Rango de precipitación","700,1000 "
Santiago Cacaloxtepec,Oaxaca,Coutput/pdfs/20456,"Rango de precipitación","700,800 "
Santiago Camotlán,Oaxaca,Coutput/pdfs/20457,"Rango de precipitación","1500,4000 "
Santiago Comaltepec,Oaxaca,Coutput/pdfs/20458,"Rango de precipitación","800,4000 "
Santiago Chazumba,Oaxaca,Coutput/pdfs/20459,"Rango de precipitación","600,1000 "
Santiago Choápam,Oaxaca,Coutput/pdfs/20460,"Rango de precipitación","1500,3000 "
Santiago del Río,Oaxaca,Coutput/pdfs/20461,"Rango de precipitación","800,1000 "
Santiago Huajolotitlán,Oaxaca,Coutput/pdfs/20462,"Rango de precipitación","700,800 "
Santiago Huauclilla,Oaxaca,Coutput/pdfs/20463,"Rango de precipitación","400,700 "
Santiago Ihuitlán Plumas,Oaxaca,Coutput/pdfs/20464,"Rango de precipitación","600,700 "
Santiago Ixcuintepec,Oaxaca,Coutput/pdfs/20465,"Rango de precipitación","1500,3000 "
Santiago Ixtayutla,Oaxaca,Coutput/pdfs/20466,"Rango de precipitación","1500,2500 "
Santiago Jamiltepec,Oaxaca,Coutput/pdfs/20467,"Rango de precipitación","1000,2500 "
Santiago Jocotepec,Oaxaca,Coutput/pdfs/20468,"Rango de precipitación","2000,4000 "
Santiago Juxtlahuaca,Oaxaca,Coutput/pdfs/20469,"Rango de precipitación","800,3000 "
Santiago Lachiguiri,Oaxaca,Coutput/pdfs/20470,"Rango de precipitación","800,2500 "
Santiago Lalopa,Oaxaca,Coutput/pdfs/20471,"Rango de precipitación","2000,3000 "
Santiago Laollaga,Oaxaca,Coutput/pdfs/20472,"Rango de precipitación","800,1200 "
Santiago Laxopa,Oaxaca,Coutput/pdfs/20473,"Rango de precipitación","800,1200 "
Santiago Llano Grande,Oaxaca,Coutput/pdfs/20474,"Rango de precipitación","1000,2000 "
Santiago Matatlán,Oaxaca,Coutput/pdfs/20475,"Rango de precipitación","600,800 "
Santiago Miltepec,Oaxaca,Coutput/pdfs/20476,"Rango de precipitación","700,800 "
Santiago Minas,Oaxaca,Coutput/pdfs/20477,"Rango de precipitación","1200,2000 "
Santiago Nacaltepec,Oaxaca,Coutput/pdfs/20478,"Rango de precipitación","400,800 "
Santiago Nejapilla,Oaxaca,Coutput/pdfs/20479,"Rango de precipitación","800,1000 "
Santiago Nundiche,Oaxaca,Coutput/pdfs/20480,"Rango de precipitación","700,1000 "
Santiago Nuyoó,Oaxaca,Coutput/pdfs/20481,"Rango de precipitación","1000,2500 "
Santiago Pinotepa Nacional,Oaxaca,Coutput/pdfs/20482,"Rango de precipitación","1000,2000 "
Santiago Suchilquitongo,Oaxaca,Coutput/pdfs/20483,"Rango de precipitación","600,1000 "
Santiago Tamazola,Oaxaca,Coutput/pdfs/20484,"Rango de precipitación","700,1000 "
Santiago Tapextla,Oaxaca,Coutput/pdfs/20485,"Rango de precipitación","1200,1500 "
Villa Tejúpam de la Unión,Oaxaca,Coutput/pdfs/20486,"Rango de precipitación","600,1000 "
Santiago Tenango,Oaxaca,Coutput/pdfs/20487,"Rango de precipitación","400,1000 "
Santiago Tepetlapa,Oaxaca,Coutput/pdfs/20488,"Rango de precipitación","600,700 "
Santiago Tetepec,Oaxaca,Coutput/pdfs/20489,"Rango de precipitación","1000,2500 "
Santiago Texcalcingo,Oaxaca,Coutput/pdfs/20490,"Rango de precipitación","1000,2500 "
Santiago Textitlán,Oaxaca,Coutput/pdfs/20491,"Rango de precipitación","1500,2500 "
Santiago Tilantongo,Oaxaca,Coutput/pdfs/20492,"Rango de precipitación","800,1200 "
Santiago Tillo,Oaxaca,Coutput/pdfs/20493,"Rango de precipitación","600,1000 "
Santiago Tlazoyaltepec,Oaxaca,Coutput/pdfs/20494,"Rango de precipitación","800,1200 "
Santiago Xanica,Oaxaca,Coutput/pdfs/20495,"Rango de precipitación","1500,3000 "
Santiago Xiacuí,Oaxaca,Coutput/pdfs/20496,"Rango de precipitación","1000,1500 "
Santiago Yaitepec,Oaxaca,Coutput/pdfs/20497,"Rango de precipitación","1500,2500 "
Santiago Yaveo,Oaxaca,Coutput/pdfs/20498,"Rango de precipitación","1500,3000 "
Santiago Yolomécatl,Oaxaca,Coutput/pdfs/20499,"Rango de precipitación","700,900 "
Santiago Yosondúa,Oaxaca,Coutput/pdfs/20500,"Rango de precipitación","1000,2000 "
Santiago Yucuyachi,Oaxaca,Coutput/pdfs/20501,"Rango de precipitación","800,1000 "
Santiago Zacatepec,Oaxaca,Coutput/pdfs/20502,"Rango de precipitación","1500,3000 "
Santiago Zoochila,Oaxaca,Coutput/pdfs/20503,"Rango de precipitación","1200,2000 "
Nuevo Zoquiápam,Oaxaca,Coutput/pdfs/20504,"Rango de precipitación","900,1200 "
Santo Domingo Ingenio,Oaxaca,Coutput/pdfs/20505,"Rango de precipitación","900,2000 "
Santo Domingo Albarradas,Oaxaca,Coutput/pdfs/20506,"Rango de precipitación","900,1500 "
Santo Domingo Armenta,Oaxaca,Coutput/pdfs/20507,"Rango de precipitación","1000,1200 "
Santo Domingo Chihuitán,Oaxaca,Coutput/pdfs/20508,"Rango de precipitación","900,1200 "
Santo Domingo de Morelos,Oaxaca,Coutput/pdfs/20509,"Rango de precipitación","900,2000 "
Santo Domingo Ixcatlán,Oaxaca,Coutput/pdfs/20510,"Rango de precipitación","1000,1200 "
Santo Domingo Nuxaá,Oaxaca,Coutput/pdfs/20511,"Rango de precipitación","900,1200 "
Santo Domingo Ozolotepec,Oaxaca,Coutput/pdfs/20512,"Rango de precipitación","1000,1500 "
Santo Domingo Petapa,Oaxaca,Coutput/pdfs/20513,"Rango de precipitación","1000,2500 "
Santo Domingo Roayaga,Oaxaca,Coutput/pdfs/20514,"Rango de precipitación","1200,2500 "
Santo Domingo Tehuantepec,Oaxaca,Coutput/pdfs/20515,"Rango de precipitación","600,1000 "
Santo Domingo Teojomulco,Oaxaca,Coutput/pdfs/20516,"Rango de precipitación","1200,2500 "
Santo Domingo Tepuxtepec,Oaxaca,Coutput/pdfs/20517,"Rango de precipitación","700,900 "
Santo Domingo Tlatayápam,Oaxaca,Coutput/pdfs/20518,"Rango de precipitación","800,1000 "
Santo Domingo Tomaltepec,Oaxaca,Coutput/pdfs/20519,"Rango de precipitación","600,1200 "
Santo Domingo Tonalá,Oaxaca,Coutput/pdfs/20520,"Rango de precipitación","700,1000 "
Santo Domingo Tonaltepec,Oaxaca,Coutput/pdfs/20521,"Rango de precipitación","700,1000 "
Santo Domingo Xagacía,Oaxaca,Coutput/pdfs/20522,"Rango de precipitación","1200,2000 "
Santo Domingo Yanhuitlán,Oaxaca,Coutput/pdfs/20523,"Rango de precipitación","600,800 "
Santo Domingo Yodohino,Oaxaca,Coutput/pdfs/20524,"Rango de precipitación","700,800 "
Santo Domingo Zanatepec,Oaxaca,Coutput/pdfs/20525,"Rango de precipitación","1200,2500 "
Santos Reyes Nopala,Oaxaca,Coutput/pdfs/20526,"Rango de precipitación","1000,2500 "
Santos Reyes Pápalo,Oaxaca,Coutput/pdfs/20527,"Rango de precipitación","500,900 "
Santos Reyes Tepejillo,Oaxaca,Coutput/pdfs/20528,"Rango de precipitación","800,1000 "
Santos Reyes Yucuná,Oaxaca,Coutput/pdfs/20529,"Rango de precipitación","700,1000 "
Santo Tomás Jalieza,Oaxaca,Coutput/pdfs/20530,"Rango de precipitación","600,800 "
Santo Tomás Mazaltepec,Oaxaca,Coutput/pdfs/20531,"Rango de precipitación","600,900 "
Santo Tomás Ocotepec,Oaxaca,Coutput/pdfs/20532,"Rango de precipitación","900,2000 "
Santo Tomás Tamazulapan,Oaxaca,Coutput/pdfs/20533,"Rango de precipitación","600,1200 "
San Vicente Coatlán,Oaxaca,Coutput/pdfs/20534,"Rango de precipitación","500,800 "
San Vicente Lachixío,Oaxaca,Coutput/pdfs/20535,"Rango de precipitación","900,2000 "
San Vicente Nuñú,Oaxaca,Coutput/pdfs/20536,"Rango de precipitación","700,800 "
Silacayoápam,Oaxaca,Coutput/pdfs/20537,"Rango de precipitación","700,1200 "
Sitio de Xitlapehua,Oaxaca,Coutput/pdfs/20538,"Rango de precipitación","500,600 "
Soledad Etla,Oaxaca,Coutput/pdfs/20539,"Rango de precipitación","700,800 "
Villa de Tamazulápam del Progreso,Oaxaca,Coutput/pdfs/20540,"Rango de precipitación","600,800 "
Tanetze de Zaragoza,Oaxaca,Coutput/pdfs/20541,"Rango de precipitación","1500,2500 "
Taniche,Oaxaca,Coutput/pdfs/20542,"Rango de precipitación","600,700 "
Tataltepec de Valdés,Oaxaca,Coutput/pdfs/20543,"Rango de precipitación","1200,2000 "
Teococuilco de Marcos Pérez,Oaxaca,Coutput/pdfs/20544,"Rango de precipitación","700,1200 "
Teotitlán de Flores Magón,Oaxaca,Coutput/pdfs/20545,"Rango de precipitación","300,1200 "
Teotitlán del Valle,Oaxaca,Coutput/pdfs/20546,"Rango de precipitación","600,1200 "
Teotongo,Oaxaca,Coutput/pdfs/20547,"Rango de precipitación","600,800 "
Tepelmeme Villa de Morelos,Oaxaca,Coutput/pdfs/20548,"Rango de precipitación","300,800 "
Tezoatlán de Segura y Luna,Oaxaca,Coutput/pdfs/20549,"Rango de precipitación","700,900 "
San Jerónimo Tlacochahuaya,Oaxaca,Coutput/pdfs/20550,"Rango de precipitación","600,900 "
Tlacolula de Matamoros,Oaxaca,Coutput/pdfs/20551,"Rango de precipitación","400,800 "
Tlacotepec Plumas,Oaxaca,Coutput/pdfs/20552,"Rango de precipitación","600,700 "
Tlalixtac de Cabrera,Oaxaca,Coutput/pdfs/20553,"Rango de precipitación","600,1200 "
Totontepec Villa de Morelos,Oaxaca,Coutput/pdfs/20554,"Rango de precipitación","1000,3000 "
Trinidad Zaachila,Oaxaca,Coutput/pdfs/20555,"Rango de precipitación","600,800 "
La Trinidad Vista Hermosa,Oaxaca,Coutput/pdfs/20556,"Rango de precipitación","600,700 "
Unión Hidalgo,Oaxaca,Coutput/pdfs/20557,"Rango de precipitación","900,1200 "
Valerio Trujano,Oaxaca,Coutput/pdfs/20558,"Rango de precipitación","400,600 "
San Juan Bautista Valle Nacional,Oaxaca,Coutput/pdfs/20559,"Rango de precipitación","1200,5000 "
